Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,WorkDays,HoursPerDay,LongestAbsence
39,Yes,Travel_Rarely,Human Resources,1,4,Medical,2716,Male,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0,3,3,4.0,4.0,4.0,238,6.489479458450049,3
24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,2717,Male,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0,2,3,2.0,4.0,2.0,242,9.689935720844815,3
43,No,Travel_Rarely,Sales,9,5,Technical Degree,2718,Female,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4,2,3,4.0,3.0,2.0,244,6.499559426229509,3
50,Yes,Travel_Rarely,Research & Development,12,4,Medical,2719,Male,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2,2,3,1.0,3.0,3.0,239,8.894330543933052,3
35,No,Travel_Rarely,Sales,2,4,Marketing,2720,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2,3,3,4.0,4.0,3.0,236,7.1040713276836165,3
36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,2721,Female,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0,2,3,2.0,1.0,4.0,230,9.130807971014491,3
33,No,Travel_Frequently,Sales,9,2,Marketing,2722,Male,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3,2,3,3.0,1.0,3.0,235,6.599109929078016,3
35,No,Travel_Rarely,Research & Development,10,1,Medical,2723,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0,3,3,3.0,4.0,3.0,238,6.186690009337069,3
27,No,Travel_Rarely,Sales,8,2,Marketing,2724,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0,2,3,4.0,1.0,3.0,239,7.5895013947001395,3
26,Yes,Travel_Rarely,Sales,4,3,Marketing,2725,Male,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1,3,3,1.0,3.0,2.0,242,7.700121671258034,3
27,No,Travel_Frequently,Sales,24,3,Life Sciences,2726,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7,3,4,4.0,3.0,3.0,231,6.773530543530544,3
30,No,Travel_Frequently,Research & Development,1,4,Medical,2727,Male,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7,1,3,3.0,4.0,3.0,243,6.81334133516232,3
41,Yes,Travel_Rarely,Sales,20,4,Marketing,2728,Male,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8,3,3,2.0,3.0,3.0,239,6.006660855416089,3
34,No,Non-Travel,Research & Development,7,2,Technical Degree,2729,Female,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7,2,3,2.0,3.0,3.0,235,7.779143026004726,3
37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,2730,Female,3,Sales Executive,Married,20640,4.0,16,0,8.0,3,1,0,0,2,3,2.0,2.0,3.0,230,6.0833719806763265,3
46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,2731,Male,3,Sales Executive,Single,40350,4.0,14,1,14.0,2,9,0,8,3,3,1.0,4.0,3.0,231,9.295620490620484,3
35,No,Travel_Rarely,Research & Development,8,4,Medical,2732,Female,3,Research Scientist,Married,38380,1.0,16,1,1.0,2,1,0,1,3,3,4.0,4.0,3.0,238,6.9199218020541595,3
48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,2733,Female,1,Sales Executive,Single,45910,9.0,16,0,23.0,6,1,0,0,1,3,1.0,3.0,3.0,234,9.309293684710356,3
28,Yes,Travel_Rarely,Research & Development,10,1,Medical,2734,Male,1,Sales Executive,Single,25610,1.0,22,1,2.0,3,2,2,2,3,4,3.0,3.0,2.0,241,10.671643614568927,3
44,No,Travel_Rarely,Research & Development,1,1,Medical,2735,Female,3,Research Scientist,Divorced,15630,5.0,12,2,9.0,3,4,1,3,3,3,2.0,1.0,2.0,237,9.391213080168779,3
35,No,Non-Travel,Research & Development,5,4,Technical Degree,2736,Female,3,Manufacturing Director,Married,48980,2.0,15,2,10.0,2,4,2,3,3,3,3.0,1.0,3.0,234,9.484306742640072,3
26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,2737,Female,3,Sales Executive,Married,47890,7.0,20,1,5.0,2,2,0,0,3,4,3.0,4.0,2.0,240,10.19218287037037,4
33,No,Travel_Frequently,Sales,29,4,Life Sciences,2738,Female,1,Human Resources,Single,31800,1.0,14,1,15.0,2,15,8,12,3,3,1.0,4.0,3.0,245,8.223002267573696,3
35,No,Travel_Frequently,Research & Development,15,3,Medical,2739,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8,3,4,2.0,1.0,2.0,230,6.477757246376811,4
35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,2740,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2,2,3,3.0,1.0,3.0,245,8.797342403628118,3
31,No,Travel_Rarely,Sales,10,2,Life Sciences,2741,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7,3,3,4.0,4.0,2.0,227,6.07994371023005,3
37,No,Travel_Rarely,Sales,4,3,Marketing,2742,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7,3,3,1.0,3.0,4.0,234,7.4127754036087365,4
32,No,Travel_Rarely,Research & Development,21,3,Other,2743,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8,3,3,1.0,4.0,3.0,234,8.112133190883187,3
38,No,Travel_Frequently,Research & Development,25,3,Medical,2744,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9,3,3,4.0,4.0,3.0,228,6.184593079922026,3
50,No,Travel_Rarely,Sales,2,4,Marketing,2745,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8,3,3,2.0,3.0,2.0,245,9.529191609977318,3
59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,2746,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9,3,3,1.0,1.0,2.0,240,6.903471064814815,3
36,No,Travel_Rarely,Sales,1,2,Marketing,2747,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8,3,3,3.0,3.0,3.0,238,6.004394257703084,3
55,No,Travel_Rarely,Research & Development,7,3,Medical,2748,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2,3,3,4.0,3.0,3.0,230,8.11756763285024,3
36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,2749,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3,3,3,2.0,2.0,3.0,240,7.211824074074076,3
45,No,Travel_Rarely,Research & Development,1,2,Medical,2750,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0,3,3,2.0,1.0,3.0,238,6.77077147525677,4
35,No,Travel_Frequently,Human Resources,9,3,Other,2751,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2,3,3,2.0,1.0,2.0,233,6.082708631378165,3
36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,2752,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0,4,3,4.0,3.0,2.0,240,8.872987268518518,3
59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,2753,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3,2,3,1.0,3.0,2.0,236,6.809138418079098,3
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,2754,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4,3,3,3.0,2.0,3.0,242,7.797563131313132,3
31,No,Travel_Rarely,Research & Development,3,2,Medical,2755,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0,1,4,3.0,2.0,3.0,239,6.308999302649937,3
32,No,Travel_Rarely,Sales,3,4,Life Sciences,2756,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9,2,3,2.0,2.0,3.0,235,7.502165484633564,3
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2757,Male,2,Sales Representative,Married,43200,3.0,17,0,5.0,2,1,0,0,3,3,2.0,4.0,3.0,236,7.192458804143126,3
31,No,Travel_Rarely,Research & Development,27,3,Medical,2758,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8,3,3,3.0,4.0,3.0,243,6.103305898491086,3
35,No,Travel_Rarely,Research & Development,2,4,Medical,2759,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8,4,3,3.0,1.0,3.0,227,6.036447626040133,3
45,No,Travel_Rarely,Human Resources,14,3,Human Resources,2760,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0,1,3,4.0,1.0,4.0,229,8.942251334303734,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2761,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2,3,3,1.0,3.0,4.0,228,6.592121101364524,3
46,No,Travel_Rarely,Research & Development,9,3,Medical,2762,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2,3,3,2.0,2.0,3.0,233,10.29169289461135,3
30,No,Travel_Rarely,Sales,18,3,Life Sciences,2763,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0,3,3,4.0,4.0,2.0,231,9.193685666185669,3
35,No,Travel_Rarely,Research & Development,20,4,Life Sciences,2764,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4,3,3,2.0,3.0,3.0,232,7.903942768199236,3
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2765,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0,3,3,1.0,4.0,3.0,228,6.689085038986352,3
38,No,Non-Travel,Sales,11,1,Marketing,2766,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9,4,3,2.0,4.0,3.0,240,8.799516203703702,3
34,No,Travel_Rarely,Research & Development,8,2,Medical,2767,Male,1,Research Scientist,Married,58780,1.0,14,0,5.0,1,5,1,3,3,3,1.0,2.0,3.0,227,7.969375917767991,3
56,No,Travel_Rarely,Human Resources,2,1,Medical,2768,Male,2,Sales Executive,Single,26440,4.0,11,1,37.0,2,6,0,2,3,3,4.0,4.0,2.0,237,6.303037974683545,3
23,No,Travel_Rarely,Research & Development,10,3,Medical,2769,Male,2,Laboratory Technician,Divorced,64390,3.0,22,3,3.0,2,0,0,0,3,4,3.0,1.0,3.0,242,6.40071051423324,3
51,No,Travel_Rarely,Research & Development,29,4,Life Sciences,2770,Female,5,Manufacturing Director,Married,24510,3.0,17,0,10.0,2,4,0,3,2,3,4.0,4.0,3.0,242,6.680548668503216,3
30,No,Travel_Rarely,Sales,8,2,Technical Degree,2771,Male,1,Sales Representative,Married,63920,1.0,21,1,11.0,2,11,10,8,4,4,3.0,4.0,3.0,242,7.5802972910927435,3
46,Yes,Travel_Rarely,Sales,1,2,Medical,2772,Female,2,Research Scientist,Single,97140,1.0,22,0,9.0,0,9,4,7,3,4,3.0,4.0,3.0,235,6.212327423167849,3
40,No,Travel_Frequently,Research & Development,6,3,Medical,2773,Male,1,Healthcare Representative,Married,60770,1.0,16,2,22.0,2,22,11,11,2,3,3.0,2.0,2.0,240,7.393092592592587,3
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2774,Female,5,Sales Representative,Single,24500,0.0,12,1,11.0,2,10,1,0,3,3,3.0,4.0,1.0,247,10.108070175438597,3
30,No,Travel_Rarely,Research & Development,9,3,Life Sciences,2775,Male,1,Manufacturing Director,Divorced,92500,1.0,12,3,11.0,0,11,2,7,3,3,3.0,2.0,2.0,233,8.085411301859798,3
46,No,Travel_Frequently,Research & Development,12,1,Medical,2776,Male,1,Laboratory Technician,Married,20740,2.0,15,1,21.0,3,10,9,5,3,3,3.0,1.0,2.0,244,9.02978255919854,3
32,No,Travel_Rarely,Sales,15,3,Marketing,2777,Male,1,Research Scientist,Single,101690,1.0,14,0,12.0,6,11,5,7,2,3,2.0,3.0,3.0,235,7.266001182033101,3
54,No,Travel_Rarely,Research & Development,25,1,Medical,2778,Female,1,Laboratory Technician,Married,48550,9.0,25,1,16.0,2,4,0,3,2,4,1.0,3.0,1.0,236,7.628995998116762,3
24,No,Travel_Rarely,Sales,6,2,Marketing,2779,Male,2,Research Scientist,Married,40870,0.0,20,3,4.0,1,3,0,2,3,4,1.0,3.0,2.0,237,7.78024027191749,3
28,No,Non-Travel,Sales,9,4,Medical,2780,Male,2,Laboratory Technician,Married,23670,1.0,13,0,5.0,2,5,0,4,2,3,2.0,3.0,4.0,230,5.9836557971014495,3
58,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2781,Male,2,Sales Executive,Single,29720,0.0,14,0,38.0,2,37,1,8,4,3,4.0,3.0,2.0,244,7.103534836065574,3
44,No,Non-Travel,Research & Development,23,2,Medical,2782,Female,1,Research Scientist,Married,195860,4.0,16,0,17.0,3,3,1,2,2,3,2.0,2.0,4.0,240,6.709030092592587,3
37,Yes,Travel_Rarely,Human Resources,9,3,Human Resources,2783,Male,2,Healthcare Representative,Divorced,54840,4.0,17,0,7.0,4,3,0,2,3,3,3.0,1.0,3.0,245,10.150894557823127,3
32,No,Travel_Rarely,Human Resources,12,2,Human Resources,2784,Female,1,Sales Representative,Single,20610,1.0,15,1,1.0,2,1,0,0,2,3,4.0,1.0,3.0,229,7.9799502668607465,3
20,Yes,Travel_Frequently,Sales,4,4,Life Sciences,2785,Female,2,Healthcare Representative,Single,99240,1.0,22,0,1.0,3,1,1,0,3,4,4.0,4.0,3.0,233,10.725876251788273,4
34,No,Travel_Rarely,Research & Development,1,4,Other,2786,Male,4,Laboratory Technician,Single,41980,1.0,22,1,16.0,2,16,2,10,2,4,1.0,3.0,3.0,243,7.589314128943768,3
37,No,Non-Travel,Sales,24,2,Life Sciences,2787,Male,1,Research Scientist,Divorced,68150,5.0,20,1,17.0,3,1,0,0,3,4,3.0,4.0,4.0,233,7.763286838340479,3
59,No,Non-Travel,Research & Development,12,2,Life Sciences,2788,Male,2,Sales Executive,Married,47230,9.0,14,0,30.0,0,3,2,2,3,3,3.0,4.0,3.0,235,7.192599290780145,3
50,No,Travel_Frequently,Research & Development,3,4,Medical,2789,Male,4,Research Scientist,Married,61420,3.0,13,2,28.0,3,8,0,7,2,3,1.0,2.0,2.0,247,9.614590643274855,3
25,Yes,Travel_Rarely,Sales,10,1,Marketing,2790,Male,2,Research Director,Single,82370,1.0,13,0,6.0,6,6,0,3,2,3,3.0,3.0,3.0,238,8.532735760971057,4
25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,2791,Male,1,Laboratory Technician,Married,88530,1.0,22,1,2.0,3,2,2,1,3,4,4.0,4.0,3.0,230,7.701538647343003,3
22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,2792,Male,1,Sales Representative,Single,193310,1.0,12,1,1.0,2,0,0,0,3,3,2.0,4.0,3.0,230,6.311839371980673,3
51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,2793,Female,1,Sales Executive,Single,20730,3.0,14,1,23.0,4,13,12,8,3,3,1.0,1.0,2.0,242,7.474746326905421,3
34,Yes,Travel_Frequently,Human Resources,4,4,Life Sciences,2794,Female,5,Sales Executive,Single,55620,1.0,15,0,9.0,3,9,0,6,3,3,1.0,3.0,3.0,232,8.195805795019158,3
54,No,Non-Travel,Research & Development,9,3,Life Sciences,2795,Male,1,Laboratory Technician,Single,196130,2.0,17,0,23.0,5,5,4,4,3,3,4.0,4.0,3.0,233,8.075190748688604,4
24,No,Travel_Rarely,Research & Development,2,1,Life Sciences,2796,Male,2,Laboratory Technician,Married,34070,0.0,13,1,6.0,4,5,1,2,3,3,2.0,3.0,3.0,231,6.530900673400676,3
34,No,Travel_Rarely,Sales,4,3,Marketing,2797,Female,2,Sales Representative,Divorced,50630,6.0,12,1,12.0,2,1,0,0,3,3,3.0,2.0,3.0,227,6.019647577092512,3
37,No,Travel_Rarely,Sales,6,1,Technical Degree,2798,Male,1,Laboratory Technician,Single,46390,2.0,12,2,12.0,3,5,1,3,3,3,3.0,4.0,3.0,229,6.2194990295972845,3
34,No,Travel_Rarely,Sales,9,2,Medical,2799,Male,2,Healthcare Representative,Single,48760,2.0,21,1,14.0,3,11,5,8,3,4,3.0,1.0,3.0,229,7.892017224648232,3
36,No,Travel_Frequently,Human Resources,7,3,Medical,2800,Male,1,Research Scientist,Married,26900,0.0,11,0,10.0,1,9,2,8,3,3,2.0,4.0,3.0,245,8.026875283446715,3
36,No,Travel_Rarely,Research & Development,1,3,Medical,2801,Female,2,Manufacturing Director,Divorced,175670,5.0,13,0,7.0,6,1,0,0,3,3,1.0,4.0,3.0,232,7.506159003831412,4
43,No,Travel_Frequently,Research & Development,3,4,Life Sciences,2802,Male,1,Sales Executive,Married,24080,1.0,12,1,25.0,3,25,4,12,3,3,3.0,4.0,4.0,244,8.66702527322404,3
30,No,Travel_Frequently,Research & Development,10,3,Life Sciences,2803,Female,3,Healthcare Representative,Divorced,28140,1.0,24,0,10.0,2,10,0,9,3,4,1.0,3.0,2.0,237,7.911322081575244,3
33,No,Non-Travel,Sales,7,3,Life Sciences,2804,Male,2,Sales Executive,Married,112450,0.0,21,0,8.0,3,7,0,7,3,4,3.0,2.0,4.0,231,6.736566859066861,4
56,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,2805,Male,2,Laboratory Technician,Married,33120,9.0,19,0,7.0,1,5,4,3,1,3,2.0,2.0,3.0,236,9.003661723163843,4
51,No,Travel_Rarely,Research & Development,3,2,Other,2806,Female,2,Sales Representative,Single,190490,7.0,14,1,23.0,2,20,15,15,3,3,1.0,3.0,3.0,236,6.71849576271186,3
31,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,2807,Female,3,Sales Executive,Married,21410,4.0,20,0,12.0,2,7,7,7,3,4,2.0,3.0,2.0,233,8.396202908917504,3
26,No,Travel_Rarely,Sales,17,3,Medical,2808,Female,2,Manager,Married,57690,1.0,19,0,5.0,4,5,4,3,2,3,3.0,2.0,2.0,228,7.718274853801173,3
58,Yes,Travel_Rarely,Sales,2,2,Medical,2809,Female,1,Research Scientist,Married,43850,1.0,13,1,40.0,2,40,15,6,2,3,4.0,4.0,2.0,238,7.566837068160602,3
19,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,2810,Male,1,Manager,Single,53320,1.0,23,1,0.0,2,0,0,0,3,4,4.0,3.0,2.0,239,9.410347512784746,4
22,No,Travel_Rarely,Sales,29,4,Technical Degree,2811,Male,1,Sales Executive,Married,46630,0.0,13,1,3.0,1,2,2,1,3,3,3.0,4.0,3.0,231,6.397576960076958,3
49,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2812,Female,1,Sales Executive,Married,47240,1.0,11,1,16.0,3,15,5,11,2,3,3.0,1.0,2.0,235,7.196874704491722,3
43,No,Travel_Frequently,Sales,2,2,Life Sciences,2813,Male,1,Sales Executive,Single,32110,4.0,13,0,18.0,2,3,1,2,4,3,2.0,3.0,3.0,245,7.990022675736964,3
50,No,Travel_Frequently,Research & Development,19,4,Life Sciences,2814,Male,2,Sales Executive,Single,53770,4.0,14,1,16.0,3,2,2,1,4,3,3.0,4.0,3.0,229,7.084341339155747,3
31,Yes,Travel_Rarely,Research & Development,15,1,Medical,2815,Female,2,Sales Executive,Married,40660,3.0,22,0,4.0,2,2,2,2,2,4,2.0,3.0,3.0,240,8.38609375,3
41,No,Travel_Rarely,Research & Development,17,2,Other,2816,Male,1,Manufacturing Director,Divorced,52080,3.0,11,3,12.0,2,9,0,7,1,3,3.0,3.0,3.0,243,8.08900891632373,3
26,No,Travel_Rarely,Research & Development,17,4,Life Sciences,2817,Male,2,Sales Executive,Married,48770,1.0,13,1,8.0,5,8,5,7,4,3,3.0,3.0,3.0,234,7.87903371320038,3
36,No,Travel_Rarely,Human Resources,25,1,Human Resources,2818,Male,2,Research Scientist,Divorced,31170,6.0,21,1,7.0,2,3,0,1,4,4,2.0,2.0,3.0,245,6.792215419501131,3
51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,2819,Female,1,Manager,Single,15690,2.0,11,0,18.0,2,4,0,3,4,3,1.0,4.0,3.0,238,7.193490896358542,3
39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2820,Female,1,Research Scientist,Married,196580,4.0,13,1,17.0,3,15,5,9,4,3,4.0,3.0,4.0,236,7.933086158192089,3
25,No,Travel_Rarely,Sales,29,1,Medical,2821,Female,3,Research Scientist,Married,30690,2.0,14,1,6.0,3,2,2,2,2,3,1.0,3.0,3.0,241,7.785092208390964,3
30,No,Travel_Rarely,Research & Development,21,1,Medical,2822,Male,2,Laboratory Technician,Married,104350,0.0,11,0,12.0,5,11,4,7,3,3,3.0,4.0,1.0,229,10.03063803978651,3
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,2823,Female,2,Research Director,Single,41480,7.0,15,0,10.0,0,5,0,4,2,3,1.0,1.0,4.0,242,7.915311065197428,3
45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,2824,Female,2,Healthcare Representative,Single,57680,5.0,23,1,9.0,4,6,0,3,3,4,3.0,4.0,2.0,234,7.409882478632481,3
38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2825,Female,2,Research Director,Single,50420,3.0,16,1,19.0,4,3,2,2,3,3,4.0,3.0,3.0,229,10.426072295002427,3
30,No,Travel_Rarely,Sales,13,3,Marketing,2826,Female,2,Laboratory Technician,Single,57700,1.0,16,1,5.0,2,5,0,4,4,3,1.0,3.0,2.0,243,6.693944901691819,3
32,No,Travel_Frequently,Sales,2,3,Marketing,2827,Male,3,Laboratory Technician,Divorced,77560,0.0,21,0,9.0,3,8,0,7,3,4,4.0,4.0,4.0,231,6.489492544492544,4
30,No,Travel_Rarely,Research & Development,1,3,Medical,2828,Female,3,Sales Executive,Divorced,103060,5.0,13,0,8.0,5,3,2,2,3,3,4.0,1.0,3.0,230,6.674859903381641,3
30,No,Travel_Rarely,Sales,9,3,Medical,2829,Male,2,Research Scientist,Single,39360,0.0,11,1,6.0,3,5,1,2,3,3,2.0,4.0,3.0,234,6.430403608736941,3
41,No,Travel_Frequently,Sales,10,2,Medical,2830,Female,3,Manufacturing Director,Divorced,79450,4.0,12,1,21.0,6,7,7,7,2,3,4.0,1.0,2.0,235,7.281752955082743,3
41,No,Travel_Rarely,Research & Development,10,4,Medical,2831,Male,4,Research Scientist,Married,57430,2.0,12,3,7.0,2,5,1,4,4,3,3.0,1.0,3.0,235,7.996069739952722,3
19,No,Travel_Rarely,Research & Development,1,3,Other,2832,Female,5,Manufacturing Director,Single,152020,1.0,18,3,1.0,2,1,0,0,2,3,2.0,2.0,3.0,238,6.412936507936509,3
40,No,Travel_Frequently,Research & Development,26,4,Medical,2833,Male,2,Manufacturing Director,Divorced,54400,1.0,12,1,20.0,2,20,2,13,3,3,2.0,2.0,3.0,236,7.022685969868174,3
35,No,Travel_Rarely,Sales,8,1,Marketing,2834,Female,3,Laboratory Technician,Married,37600,1.0,14,3,10.0,2,10,0,6,3,3,3.0,2.0,3.0,235,7.357715130023643,3
53,No,Travel_Rarely,Sales,14,2,Life Sciences,2835,Female,5,Manufacturing Director,Married,35170,2.0,12,1,13.0,1,7,4,5,2,3,2.0,3.0,1.0,235,10.932706855791956,3
45,No,Travel_Rarely,Sales,1,4,Technical Degree,2836,Male,1,Research Scientist,Divorced,25800,8.0,17,3,20.0,3,17,0,15,3,3,2.0,2.0,1.0,242,6.843852157943066,3
32,No,Travel_Frequently,Sales,2,2,Life Sciences,2837,Female,1,Manufacturing Director,Single,21660,1.0,19,1,9.0,4,9,3,7,1,3,2.0,4.0,3.0,243,7.894804526748974,3
29,No,Non-Travel,Research & Development,10,4,Technical Degree,2838,Male,3,Healthcare Representative,Married,58690,1.0,11,1,10.0,6,10,0,9,4,3,4.0,3.0,3.0,240,6.11870601851852,3
51,No,Travel_Rarely,Research & Development,1,3,Other,2839,Female,3,Research Director,Married,80080,2.0,15,1,10.0,4,1,0,0,3,3,2.0,3.0,3.0,228,7.58365862573099,3
58,No,Travel_Rarely,Sales,3,3,Marketing,2840,Female,1,Research Scientist,Married,52060,4.0,11,3,9.0,4,1,0,0,1,3,2.0,2.0,2.0,240,9.953753472222216,3
40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,2841,Male,4,Laboratory Technician,Married,52950,7.0,18,0,15.0,4,12,2,11,3,3,3.0,4.0,2.0,229,6.194080543425523,3
34,No,Travel_Frequently,Sales,24,4,Marketing,2842,Male,2,Manufacturing Director,Married,164130,6.0,16,0,6.0,1,4,1,2,3,3,3.0,3.0,3.0,228,7.026667884990253,3
22,No,Travel_Rarely,Research & Development,3,3,Medical,2843,Male,1,Laboratory Technician,Married,132690,1.0,25,1,2.0,2,2,2,2,3,4,3.0,4.0,3.0,242,7.703482552800739,4
27,No,Non-Travel,Research & Development,3,3,Medical,2844,Male,1,Healthcare Representative,Divorced,27830,6.0,16,1,6.0,2,2,2,2,4,3,4.0,2.0,1.0,230,6.283246376811597,3
28,No,Travel_Rarely,Sales,4,4,Life Sciences,2845,Male,2,Healthcare Representative,Married,54330,1.0,13,1,5.0,4,5,0,2,2,3,3.0,4.0,1.0,233,6.489963042441583,3
57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2846,Male,2,Manufacturing Director,Divorced,20130,3.0,14,1,12.0,5,5,1,4,3,3,3.0,4.0,1.0,235,10.88718439716312,3
27,No,Non-Travel,Research & Development,2,3,Life Sciences,2847,Male,1,Manufacturing Director,Divorced,139660,1.0,19,0,1.0,1,1,0,1,3,3,3.0,3.0,2.0,245,10.613379818594105,3
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2848,Female,2,Manufacturing Director,Single,43740,3.0,15,1,21.0,5,5,4,4,4,3,3.0,2.0,3.0,243,6.2231481481481445,4
41,No,Travel_Rarely,Sales,7,4,Marketing,2849,Male,4,Laboratory Technician,Divorced,68420,4.0,12,1,13.0,3,9,1,8,3,3,1.0,3.0,3.0,232,6.183541666666669,3
30,No,Travel_Rarely,Human Resources,1,4,Human Resources,2850,Female,1,Manager,Married,174260,2.0,12,1,12.0,0,10,7,4,2,3,2.0,4.0,3.0,239,6.886836355183633,3
38,No,Travel_Rarely,Sales,1,1,Medical,2851,Male,2,Laboratory Technician,Single,176030,4.0,16,0,12.0,0,8,0,7,2,3,1.0,4.0,4.0,243,6.278257887517149,3
32,No,Travel_Rarely,Research & Development,20,3,Medical,2852,Female,1,Manufacturing Director,Single,45810,3.0,14,1,8.0,3,5,1,4,3,3,3.0,3.0,3.0,228,6.930907651072129,3
27,No,Travel_Rarely,Research & Development,5,4,Medical,2853,Male,2,Healthcare Representative,Married,47350,0.0,13,0,6.0,2,5,1,1,3,3,3.0,2.0,2.0,239,8.924711761971174,3
19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,2854,Male,2,Healthcare Representative,Single,41870,0.0,22,1,1.0,4,0,0,0,3,4,3.0,1.0,4.0,229,7.514374090247448,3
36,No,Travel_Frequently,Sales,25,3,Marketing,2855,Female,2,Research Director,Single,55050,4.0,21,2,13.0,3,8,7,2,3,4,4.0,2.0,2.0,236,7.428980696798491,3
